1,http://192.168.1.145:8080/assets/images/image_765_300x225.png,610.3000000044703
1,http://192.168.1.145:8080/assets/images/image_466_240x180.png,641.5
1,http://192.168.1.145:8080/assets/images/image_90_150x150.png,647.2000000029802
1,http://192.168.1.145:8080/assets/images/image_67_200x200.png,725.2999999970198
1,http://192.168.1.145:8080/assets/images/image_122_1280x720.png,1117.5
1,http://192.168.1.145:8080/assets/images/image_567_225x300.png,1250.8999999985099
1,http://192.168.1.145:8080/assets/images/image_930_180x240.png,1351.8000000044703
1,http://192.168.1.145:8080/assets/images/image_67_240x180.png,1356.1999999955297
1,http://192.168.1.145:8080/assets/images/image_960_240x180.png,1387.8999999985099
1,http://192.168.1.145:8080/assets/images/image_184_150x150.png,1509.7000000029802
1,http://192.168.1.145:8080/assets/images/image_538_320x180.png,1582.6000000014901
1,http://192.168.1.145:8080/assets/images/image_671_32x32.png,1782.3000000044703
1,http://192.168.1.145:8080/assets/images/image_957_640x360.png,1867.3999999985099
1,http://192.168.1.145:8080/assets/images/image_325_300x225.png,1869.6999999955297
1,http://192.168.1.145:8080/assets/images/image_523_64x64.png,1872.6000000014901
1,http://192.168.1.145:8080/assets/images/image_544_1x1.png,1873.6000000014901
7,http://192.168.1.145:8080/assets/images/image_122_1280x720.jpeg,47.100000001490116
7,http://192.168.1.145:8080/assets/images/image_765_300x225.jpeg,49.600000001490116
7,http://192.168.1.145:8080/assets/images/image_466_240x180.jpeg,62.100000001490116
7,http://192.168.1.145:8080/assets/images/image_90_150x150.jpeg,72.39999999850988
7,http://192.168.1.145:8080/assets/images/image_567_225x300.jpeg,76.10000000149012
7,http://192.168.1.145:8080/assets/images/image_67_200x200.jpeg,80.10000000149012
7,http://192.168.1.145:8080/assets/images/image_67_240x180.jpeg,85.79999999701977
7,http://192.168.1.145:8080/assets/images/image_960_240x180.jpeg,96.10000000149012
7,http://192.168.1.145:8080/assets/images/image_325_300x225.jpeg,111.70000000298023
7,http://192.168.1.145:8080/assets/images/image_538_320x180.jpeg,121.30000000447035
7,http://192.168.1.145:8080/assets/images/image_930_180x240.jpeg,127
7,http://192.168.1.145:8080/assets/images/image_184_150x150.jpeg,131.20000000298023
7,http://192.168.1.145:8080/assets/images/image_671_32x32.jpeg,146.39999999850988
7,http://192.168.1.145:8080/assets/images/image_523_64x64.jpeg,150
7,http://192.168.1.145:8080/assets/images/image_544_1x1.jpeg,151.5
7,http://192.168.1.145:8080/assets/images/image_957_640x360.jpeg,156.70000000298023
13,http://192.168.1.145:8080/assets/images/image_122_1280x720.avif,36.599999994039536
13,http://192.168.1.145:8080/assets/images/image_765_300x225.avif,46
13,http://192.168.1.145:8080/assets/images/image_466_240x180.avif,54.399999998509884
13,http://192.168.1.145:8080/assets/images/image_90_150x150.avif,60.100000001490116
13,http://192.168.1.145:8080/assets/images/image_567_225x300.avif,64.79999999701977
13,http://192.168.1.145:8080/assets/images/image_67_200x200.avif,66
13,http://192.168.1.145:8080/assets/images/image_67_240x180.avif,70.19999999552965
13,http://192.168.1.145:8080/assets/images/image_960_240x180.avif,76.59999999403954
13,http://192.168.1.145:8080/assets/images/image_325_300x225.avif,90.89999999850988
13,http://192.168.1.145:8080/assets/images/image_930_180x240.avif,106.90000000596046
13,http://192.168.1.145:8080/assets/images/image_184_150x150.avif,111.10000000149012
13,http://192.168.1.145:8080/assets/images/image_671_32x32.avif,125.30000000447035
13,http://192.168.1.145:8080/assets/images/image_538_320x180.avif,126.90000000596046
13,http://192.168.1.145:8080/assets/images/image_523_64x64.avif,127.5
13,http://192.168.1.145:8080/assets/images/image_957_640x360.avif,128.70000000298023
13,http://192.168.1.145:8080/assets/images/image_544_1x1.avif,128.19999999552965
19,http://192.168.1.145:8080/assets/images/image_122_1280x720.webp,39.29999999701977
19,http://192.168.1.145:8080/assets/images/image_765_300x225.webp,40.099999994039536
19,http://192.168.1.145:8080/assets/images/image_466_240x180.webp,63.400000005960464
19,http://192.168.1.145:8080/assets/images/image_90_150x150.webp,66
19,http://192.168.1.145:8080/assets/images/image_567_225x300.webp,71.70000000298023
19,http://192.168.1.145:8080/assets/images/image_67_200x200.webp,76.20000000298023
19,http://192.168.1.145:8080/assets/images/image_67_240x180.webp,77.20000000298023
19,http://192.168.1.145:8080/assets/images/image_960_240x180.webp,86.10000000149012
19,http://192.168.1.145:8080/assets/images/image_325_300x225.webp,100.60000000149012
